Epoch, Total Squared Error,
2889, 0.064390,
2890, 0.064295,
2891, 0.064199,
2892, 0.064104,
2893, 0.064009,
2894, 0.063914,
2895, 0.063819,
2896, 0.063725,
2897, 0.063631,
2898, 0.063537,
2899, 0.063444,
2900, 0.063350,
2901, 0.063257,
2902, 0.063164,
2903, 0.063071,
2904, 0.062979,
2905, 0.062887,
2906, 0.062795,
2907, 0.062703,
2908, 0.062611,
2909, 0.062520,
2910, 0.062429,
2911, 0.062338,
2912, 0.062247,
2913, 0.062156,
2914, 0.062066,
2915, 0.061976,
2916, 0.061886,
2917, 0.061797,
2918, 0.061707,
2919, 0.061618,
2920, 0.061529,
2921, 0.061440,
2922, 0.061352,
2923, 0.061263,
2924, 0.061175,
2925, 0.061087,
2926, 0.060999,
2927, 0.060912,
2928, 0.060824,
2929, 0.060737,
2930, 0.060650,
2931, 0.060564,
2932, 0.060477,
2933, 0.060391,
2934, 0.060305,
2935, 0.060219,
2936, 0.060133,
2937, 0.060048,
2938, 0.059963,
2939, 0.059877,
2940, 0.059793,
2941, 0.059708,
2942, 0.059623,
2943, 0.059539,
2944, 0.059455,
2945, 0.059371,
2946, 0.059288,
2947, 0.059204,
2948, 0.059121,
2949, 0.059038,
2950, 0.058955,
2951, 0.058872,
2952, 0.058789,
2953, 0.058707,
2954, 0.058625,
2955, 0.058543,
2956, 0.058461,
2957, 0.058380,
2958, 0.058298,
2959, 0.058217,
2960, 0.058136,
2961, 0.058055,
2962, 0.057975,
2963, 0.057894,
2964, 0.057814,
2965, 0.057734,
2966, 0.057654,
2967, 0.057574,
2968, 0.057495,
2969, 0.057415,
2970, 0.057336,
2971, 0.057257,
2972, 0.057179,
2973, 0.057100,
2974, 0.057021,
2975, 0.056943,
2976, 0.056865,
2977, 0.056787,
2978, 0.056710,
2979, 0.056632,
2980, 0.056555,
2981, 0.056477,
2982, 0.056400,
2983, 0.056324,
2984, 0.056247,
2985, 0.056170,
2986, 0.056094,
2987, 0.056018,
2988, 0.055942,
2989, 0.055866,
2990, 0.055791,
2991, 0.055715,
2992, 0.055640,
2993, 0.055565,
2994, 0.055490,
2995, 0.055415,
2996, 0.055340,
2997, 0.055266,
2998, 0.055192,
2999, 0.055118,
3000, 0.055044,
3001, 0.054970,
3002, 0.054896,
3003, 0.054823,
3004, 0.054750,
3005, 0.054676,
3006, 0.054604,
3007, 0.054531,
3008, 0.054458,
3009, 0.054386,
3010, 0.054313,
3011, 0.054241,
3012, 0.054169,
3013, 0.054097,
3014, 0.054026,
3015, 0.053954,
3016, 0.053883,
3017, 0.053812,
3018, 0.053741,
3019, 0.053670,
3020, 0.053599,
3021, 0.053529,
3022, 0.053458,
3023, 0.053388,
3024, 0.053318,
3025, 0.053248,
3026, 0.053178,
3027, 0.053108,
3028, 0.053039,
3029, 0.052970,
3030, 0.052901,
3031, 0.052832,
3032, 0.052763,
3033, 0.052694,
3034, 0.052625,
3035, 0.052557,
3036, 0.052489,
3037, 0.052421,
3038, 0.052353,
3039, 0.052285,
3040, 0.052217,
3041, 0.052150,
3042, 0.052082,
3043, 0.052015,
3044, 0.051948,
3045, 0.051881,
3046, 0.051814,
3047, 0.051748,
3048, 0.051681,
3049, 0.051615,
3050, 0.051548,
3051, 0.051482,
3052, 0.051416,
3053, 0.051351,
3054, 0.051285,
3055, 0.051219,
3056, 0.051154,
3057, 0.051089,
3058, 0.051024,
3059, 0.050959,
3060, 0.050894,
3061, 0.050829,
3062, 0.050765,
3063, 0.050700,
3064, 0.050636,
3065, 0.050572,
3066, 0.050508,
3067, 0.050444,
3068, 0.050381,
3069, 0.050317,
3070, 0.050254,
3071, 0.050190,
3072, 0.050127,
3073, 0.050064,
3074, 0.050001,
3075, 0.049938,
