Epoch, Total Squared Error,
1491, 0.818112,
1492, 0.817537,
1493, 0.816962,
1494, 0.816386,
1495, 0.815811,
1496, 0.815234,
1497, 0.814658,
1498, 0.814082,
1499, 0.813505,
1500, 0.812928,
1501, 0.812350,
1502, 0.811772,
1503, 0.811194,
1504, 0.810616,
1505, 0.810038,
1506, 0.809459,
1507, 0.808880,
1508, 0.808301,
1509, 0.807721,
1510, 0.807142,
1511, 0.806562,
1512, 0.805981,
1513, 0.805401,
1514, 0.804820,
1515, 0.804239,
1516, 0.803658,
1517, 0.803077,
1518, 0.802495,
1519, 0.801913,
1520, 0.801331,
1521, 0.800748,
1522, 0.800166,
1523, 0.799583,
1524, 0.799000,
1525, 0.798417,
1526, 0.797833,
1527, 0.797249,
1528, 0.796665,
1529, 0.796081,
1530, 0.795497,
1531, 0.794912,
1532, 0.794327,
1533, 0.793742,
1534, 0.793157,
1535, 0.792571,
1536, 0.791985,
1537, 0.791399,
1538, 0.790813,
1539, 0.790227,
1540, 0.789640,
1541, 0.789053,
1542, 0.788466,
1543, 0.787879,
1544, 0.787291,
1545, 0.786703,
1546, 0.786115,
1547, 0.785527,
1548, 0.784939,
1549, 0.784350,
1550, 0.783761,
1551, 0.783172,
1552, 0.782583,
1553, 0.781993,
1554, 0.781403,
1555, 0.780813,
1556, 0.780223,
1557, 0.779633,
1558, 0.779042,
1559, 0.778451,
1560, 0.777860,
1561, 0.777268,
1562, 0.776676,
1563, 0.776085,
1564, 0.775492,
1565, 0.774900,
1566, 0.774307,
1567, 0.773714,
1568, 0.773121,
1569, 0.772528,
1570, 0.771934,
1571, 0.771340,
1572, 0.770746,
1573, 0.770152,
1574, 0.769557,
1575, 0.768962,
1576, 0.768367,
1577, 0.767771,
1578, 0.767176,
1579, 0.766580,
1580, 0.765983,
1581, 0.765387,
1582, 0.764790,
1583, 0.764193,
1584, 0.763595,
1585, 0.762998,
1586, 0.762400,
1587, 0.761802,
1588, 0.761203,
1589, 0.760604,
1590, 0.760005,
1591, 0.759406,
1592, 0.758806,
1593, 0.758206,
1594, 0.757605,
1595, 0.757005,
1596, 0.756404,
1597, 0.755802,
1598, 0.755201,
1599, 0.754599,
1600, 0.753996,
1601, 0.753394,
1602, 0.752791,
1603, 0.752187,
1604, 0.751583,
1605, 0.750979,
1606, 0.750375,
1607, 0.749770,
1608, 0.749165,
1609, 0.748560,
1610, 0.747954,
1611, 0.747348,
1612, 0.746741,
1613, 0.746134,
1614, 0.745527,
1615, 0.744919,
1616, 0.744311,
1617, 0.743702,
1618, 0.743093,
1619, 0.742484,
1620, 0.741874,
1621, 0.741264,
1622, 0.740653,
1623, 0.740042,
1624, 0.739431,
1625, 0.738819,
1626, 0.738207,
1627, 0.737594,
1628, 0.736981,
1629, 0.736367,
1630, 0.735753,
1631, 0.735138,
1632, 0.734523,
1633, 0.733908,
1634, 0.733292,
1635, 0.732675,
1636, 0.732058,
1637, 0.731441,
1638, 0.730823,
1639, 0.730204,
1640, 0.729586,
1641, 0.728966,
1642, 0.728346,
1643, 0.727726,
1644, 0.727105,
1645, 0.726483,
1646, 0.725861,
1647, 0.725238,
1648, 0.724615,
1649, 0.723992,
1650, 0.723367,
1651, 0.722742,
1652, 0.722117,
1653, 0.721491,
1654, 0.720865,
1655, 0.720237,
1656, 0.719610,
1657, 0.718981,
1658, 0.718353,
1659, 0.717723,
1660, 0.717093,
1661, 0.716462,
1662, 0.715831,
1663, 0.715199,
1664, 0.714566,
1665, 0.713933,
1666, 0.713299,
1667, 0.712665,
1668, 0.712030,
1669, 0.711394,
1670, 0.710757,
1671, 0.710120,
1672, 0.709482,
1673, 0.708844,
1674, 0.708204,
1675, 0.707565,
1676, 0.706924,
1677, 0.706283,
1678, 0.705641,
1679, 0.704998,
1680, 0.704354,
1681, 0.703710,
1682, 0.703065,
1683, 0.702420,
1684, 0.701773,
1685, 0.701126,
1686, 0.700478,
1687, 0.699830,
1688, 0.699180,
1689, 0.698530,
1690, 0.697879,
1691, 0.697227,
1692, 0.696575,
1693, 0.695921,
1694, 0.695267,
1695, 0.694612,
1696, 0.693956,
1697, 0.693300,
1698, 0.692642,
1699, 0.691984,
1700, 0.691325,
1701, 0.690665,
1702, 0.690004,
1703, 0.689343,
1704, 0.688680,
1705, 0.688017,
1706, 0.687353,
1707, 0.686688,
1708, 0.686022,
1709, 0.685355,
1710, 0.684687,
1711, 0.684019,
1712, 0.683349,
1713, 0.682679,
1714, 0.682007,
1715, 0.681335,
1716, 0.680662,
1717, 0.679988,
1718, 0.679313,
1719, 0.678637,
1720, 0.677960,
1721, 0.677282,
1722, 0.676603,
1723, 0.675923,
1724, 0.675242,
1725, 0.674560,
1726, 0.673878,
1727, 0.673194,
1728, 0.672509,
1729, 0.671824,
1730, 0.671137,
1731, 0.670449,
1732, 0.669760,
1733, 0.669071,
1734, 0.668380,
1735, 0.667688,
1736, 0.666995,
1737, 0.666301,
1738, 0.665606,
1739, 0.664911,
1740, 0.664214,
1741, 0.663516,
1742, 0.662816,
1743, 0.662116,
1744, 0.661415,
1745, 0.660713,
1746, 0.660009,
1747, 0.659305,
1748, 0.658599,
1749, 0.657893,
1750, 0.657185,
1751, 0.656476,
1752, 0.655766,
1753, 0.655055,
1754, 0.654343,
1755, 0.653630,
1756, 0.652915,
1757, 0.652200,
1758, 0.651483,
1759, 0.650765,
1760, 0.650046,
1761, 0.649326,
1762, 0.648605,
1763, 0.647883,
1764, 0.647159,
1765, 0.646435,
1766, 0.645709,
1767, 0.644982,
1768, 0.644254,
1769, 0.643524,
1770, 0.642794,
1771, 0.642062,
1772, 0.641329,
1773, 0.640595,
1774, 0.639860,
1775, 0.639123,
1776, 0.638386,
1777, 0.637647,
1778, 0.636907,
1779, 0.636166,
1780, 0.635423,
1781, 0.634680,
1782, 0.633935,
1783, 0.633189,
1784, 0.632441,
1785, 0.631693,
1786, 0.630943,
1787, 0.630192,
1788, 0.629440,
1789, 0.628687,
1790, 0.627932,
1791, 0.627176,
1792, 0.626419,
1793, 0.625661,
1794, 0.624901,
1795, 0.624140,
1796, 0.623378,
1797, 0.622615,
1798, 0.621850,
1799, 0.621084,
1800, 0.620317,
1801, 0.619549,
1802, 0.618779,
1803, 0.618009,
1804, 0.617236,
1805, 0.616463,
1806, 0.615688,
1807, 0.614913,
1808, 0.614136,
1809, 0.613357,
1810, 0.612578,
1811, 0.611797,
1812, 0.611014,
1813, 0.610231,
1814, 0.609446,
1815, 0.608660,
1816, 0.607873,
1817, 0.607085,
1818, 0.606295,
1819, 0.605504,
1820, 0.604712,
1821, 0.603918,
1822, 0.603123,
1823, 0.602327,
1824, 0.601530,
1825, 0.600731,
1826, 0.599932,
1827, 0.599131,
1828, 0.598328,
1829, 0.597525,
1830, 0.596720,
1831, 0.595913,
1832, 0.595106,
1833, 0.594297,
1834, 0.593488,
1835, 0.592676,
1836, 0.591864,
1837, 0.591050,
1838, 0.590235,
1839, 0.589419,
1840, 0.588602,
1841, 0.587783,
1842, 0.586963,
1843, 0.586142,
1844, 0.585320,
1845, 0.584496,
1846, 0.583671,
1847, 0.582845,
1848, 0.582018,
1849, 0.581189,
1850, 0.580360,
1851, 0.579529,
1852, 0.578697,
1853, 0.577863,
1854, 0.577029,
1855, 0.576193,
1856, 0.575356,
1857, 0.574518,
1858, 0.573678,
1859, 0.572838,
1860, 0.571996,
1861, 0.571153,
1862, 0.570309,
1863, 0.569463,
1864, 0.568617,
1865, 0.567769,
1866, 0.566920,
1867, 0.566070,
1868, 0.565219,
1869, 0.564367,
1870, 0.563513,
1871, 0.562658,
1872, 0.561803,
1873, 0.560946,
1874, 0.560088,
1875, 0.559228,
1876, 0.558368,
1877, 0.557507,
1878, 0.556644,
1879, 0.555781,
1880, 0.554916,
1881, 0.554050,
1882, 0.553183,
1883, 0.552315,
1884, 0.551446,
1885, 0.550576,
1886, 0.549704,
1887, 0.548832,
1888, 0.547959,
1889, 0.547084,
1890, 0.546209,
1891, 0.545332,
1892, 0.544455,
1893, 0.543576,
1894, 0.542697,
1895, 0.541816,
1896, 0.540935,
1897, 0.540052,
1898, 0.539168,
1899, 0.538284,
1900, 0.537398,
1901, 0.536512,
1902, 0.535624,
1903, 0.534736,
1904, 0.533847,
1905, 0.532956,
1906, 0.532065,
1907, 0.531173,
1908, 0.530280,
1909, 0.529386,
1910, 0.528491,
1911, 0.527595,
1912, 0.526698,
1913, 0.525801,
1914, 0.524902,
1915, 0.524003,
1916, 0.523103,
1917, 0.522202,
1918, 0.521300,
1919, 0.520397,
1920, 0.519494,
1921, 0.518589,
1922, 0.517684,
1923, 0.516778,
1924, 0.515872,
1925, 0.514964,
1926, 0.514056,
1927, 0.513147,
1928, 0.512237,
1929, 0.511327,
1930, 0.510416,
1931, 0.509504,
1932, 0.508591,
1933, 0.507678,
1934, 0.506764,
1935, 0.505849,
1936, 0.504933,
1937, 0.504017,
1938, 0.503101,
1939, 0.502183,
1940, 0.501265,
1941, 0.500347,
1942, 0.499428,
1943, 0.498508,
1944, 0.497587,
1945, 0.496666,
1946, 0.495745,
1947, 0.494823,
1948, 0.493900,
1949, 0.492977,
1950, 0.492053,
1951, 0.491129,
1952, 0.490204,
1953, 0.489278,
1954, 0.488353,
1955, 0.487426,
1956, 0.486500,
1957, 0.485572,
1958, 0.484645,
1959, 0.483717,
1960, 0.482788,
1961, 0.481859,
1962, 0.480930,
1963, 0.480000,
1964, 0.479070,
1965, 0.478140,
1966, 0.477209,
1967, 0.476278,
1968, 0.475347,
1969, 0.474415,
1970, 0.473483,
1971, 0.472550,
1972, 0.471618,
1973, 0.470685,
1974, 0.469752,
1975, 0.468818,
1976, 0.467884,
1977, 0.466950,
1978, 0.466016,
1979, 0.465082,
1980, 0.464147,
1981, 0.463213,
1982, 0.462278,
1983, 0.461343,
1984, 0.460408,
1985, 0.459472,
1986, 0.458537,
1987, 0.457601,
1988, 0.456666,
1989, 0.455730,
1990, 0.454794,
1991, 0.453858,
1992, 0.452922,
1993, 0.451987,
1994, 0.451051,
1995, 0.450115,
1996, 0.449179,
1997, 0.448243,
1998, 0.447307,
1999, 0.446371,
2000, 0.445435,
2001, 0.444499,
2002, 0.443564,
2003, 0.442628,
2004, 0.441692,
2005, 0.440757,
2006, 0.439822,
2007, 0.438887,
2008, 0.437952,
2009, 0.437017,
2010, 0.436082,
2011, 0.435148,
2012, 0.434213,
2013, 0.433279,
2014, 0.432346,
2015, 0.431412,
2016, 0.430479,
2017, 0.429546,
2018, 0.428613,
2019, 0.427680,
2020, 0.426748,
2021, 0.425816,
2022, 0.424884,
2023, 0.423953,
2024, 0.423022,
2025, 0.422092,
2026, 0.421162,
2027, 0.420232,
2028, 0.419302,
2029, 0.418373,
2030, 0.417445,
2031, 0.416517,
2032, 0.415589,
2033, 0.414662,
2034, 0.413735,
2035, 0.412809,
2036, 0.411883,
2037, 0.410958,
2038, 0.410033,
2039, 0.409109,
2040, 0.408185,
2041, 0.407262,
2042, 0.406340,
2043, 0.405418,
2044, 0.404496,
2045, 0.403575,
2046, 0.402655,
2047, 0.401736,
2048, 0.400817,
2049, 0.399899,
2050, 0.398981,
2051, 0.398064,
2052, 0.397148,
2053, 0.396233,
2054, 0.395318,
2055, 0.394404,
2056, 0.393490,
2057, 0.392578,
2058, 0.391666,
2059, 0.390755,
2060, 0.389844,
2061, 0.388935,
2062, 0.388026,
2063, 0.387118,
2064, 0.386211,
2065, 0.385305,
2066, 0.384400,
2067, 0.383495,
2068, 0.382591,
2069, 0.381689,
2070, 0.380787,
2071, 0.379886,
2072, 0.378986,
2073, 0.378087,
2074, 0.377188,
2075, 0.376291,
2076, 0.375395,
2077, 0.374499,
2078, 0.373605,
2079, 0.372712,
2080, 0.371819,
2081, 0.370928,
2082, 0.370037,
2083, 0.369148,
2084, 0.368260,
2085, 0.367372,
2086, 0.366486,
2087, 0.365601,
2088, 0.364717,
2089, 0.363834,
2090, 0.362952,
2091, 0.362071,
2092, 0.361192,
2093, 0.360313,
2094, 0.359436,
2095, 0.358560,
2096, 0.357685,
2097, 0.356811,
2098, 0.355938,
2099, 0.355066,
2100, 0.354196,
2101, 0.353327,
2102, 0.352459,
2103, 0.351592,
2104, 0.350727,
2105, 0.349862,
2106, 0.348999,
2107, 0.348138,
2108, 0.347277,
2109, 0.346418,
2110, 0.345560,
2111, 0.344703,
2112, 0.343848,
2113, 0.342994,
2114, 0.342141,
2115, 0.341290,
2116, 0.340440,
2117, 0.339591,
2118, 0.338744,
2119, 0.337897,
2120, 0.337053,
2121, 0.336209,
2122, 0.335368,
2123, 0.334527,
2124, 0.333688,
2125, 0.332850,
2126, 0.332014,
2127, 0.331179,
2128, 0.330345,
2129, 0.329513,
2130, 0.328683,
2131, 0.327853,
2132, 0.327026,
2133, 0.326199,
2134, 0.325374,
2135, 0.324551,
2136, 0.323729,
2137, 0.322909,
2138, 0.322090,
2139, 0.321272,
2140, 0.320456,
2141, 0.319642,
2142, 0.318829,
2143, 0.318018,
2144, 0.317208,
2145, 0.316399,
2146, 0.315593,
2147, 0.314787,
2148, 0.313984,
2149, 0.313182,
2150, 0.312381,
2151, 0.311582,
2152, 0.310784,
2153, 0.309989,
2154, 0.309194,
2155, 0.308402,
2156, 0.307610,
2157, 0.306821,
2158, 0.306033,
2159, 0.305247,
2160, 0.304462,
2161, 0.303679,
2162, 0.302897,
2163, 0.302117,
2164, 0.301339,
2165, 0.300563,
2166, 0.299788,
2167, 0.299014,
2168, 0.298243,
2169, 0.297473,
2170, 0.296704,
2171, 0.295937,
2172, 0.295172,
2173, 0.294409,
2174, 0.293647,
2175, 0.292887,
2176, 0.292129,
2177, 0.291372,
2178, 0.290617,
2179, 0.289864,
2180, 0.289112,
2181, 0.288362,
2182, 0.287614,
2183, 0.286867,
2184, 0.286122,
2185, 0.285379,
2186, 0.284638,
2187, 0.283898,
2188, 0.283160,
2189, 0.282423,
2190, 0.281689,
2191, 0.280956,
2192, 0.280225,
2193, 0.279495,
2194, 0.278767,
2195, 0.278041,
2196, 0.277317,
2197, 0.276595,
2198, 0.275874,
2199, 0.275155,
2200, 0.274437,
2201, 0.273722,
2202, 0.273008,
2203, 0.272296,
2204, 0.271585,
2205, 0.270877,
2206, 0.270170,
2207, 0.269464,
2208, 0.268761,
2209, 0.268059,
2210, 0.267359,
2211, 0.266661,
2212, 0.265965,
2213, 0.265270,
2214, 0.264577,
2215, 0.263886,
2216, 0.263197,
2217, 0.262509,
2218, 0.261823,
2219, 0.261139,
2220, 0.260457,
2221, 0.259776,
2222, 0.259097,
2223, 0.258420,
2224, 0.257745,
2225, 0.257071,
2226, 0.256399,
2227, 0.255729,
2228, 0.255061,
2229, 0.254394,
2230, 0.253729,
2231, 0.253066,
2232, 0.252405,
2233, 0.251746,
2234, 0.251088,
2235, 0.250432,
2236, 0.249778,
2237, 0.249125,
2238, 0.248474,
2239, 0.247825,
2240, 0.247178,
2241, 0.246533,
2242, 0.245889,
2243, 0.245247,
2244, 0.244607,
2245, 0.243968,
2246, 0.243332,
2247, 0.242697,
2248, 0.242063,
2249, 0.241432,
2250, 0.240802,
2251, 0.240174,
2252, 0.239548,
2253, 0.238924,
2254, 0.238301,
2255, 0.237680,
2256, 0.237061,
2257, 0.236443,
2258, 0.235827,
2259, 0.235213,
2260, 0.234601,
2261, 0.233990,
2262, 0.233381,
2263, 0.232774,
2264, 0.232169,
2265, 0.231565,
2266, 0.230963,
2267, 0.230363,
2268, 0.229764,
2269, 0.229168,
2270, 0.228573,
2271, 0.227979,
2272, 0.227387,
2273, 0.226798,
2274, 0.226209,
2275, 0.225623,
2276, 0.225038,
2277, 0.224455,
2278, 0.223873,
2279, 0.223294,
2280, 0.222715,
2281, 0.222139,
2282, 0.221564,
2283, 0.220991,
2284, 0.220420,
2285, 0.219850,
2286, 0.219283,
2287, 0.218716,
2288, 0.218152,
2289, 0.217589,
2290, 0.217027,
2291, 0.216468,
2292, 0.215910,
2293, 0.215354,
2294, 0.214799,
2295, 0.214246,
2296, 0.213695,
2297, 0.213145,
2298, 0.212597,
2299, 0.212051,
2300, 0.211506,
2301, 0.210963,
2302, 0.210422,
2303, 0.209882,
2304, 0.209344,
2305, 0.208807,
2306, 0.208272,
2307, 0.207739,
2308, 0.207207,
2309, 0.206677,
2310, 0.206149,
2311, 0.205622,
2312, 0.205096,
2313, 0.204573,
2314, 0.204051,
2315, 0.203530,
2316, 0.203011,
2317, 0.202494,
2318, 0.201978,
2319, 0.201464,
2320, 0.200952,
2321, 0.200441,
2322, 0.199931,
2323, 0.199424,
2324, 0.198917,
2325, 0.198413,
2326, 0.197910,
2327, 0.197408,
2328, 0.196908,
2329, 0.196409,
2330, 0.195912,
2331, 0.195417,
2332, 0.194923,
2333, 0.194431,
2334, 0.193940,
2335, 0.193451,
2336, 0.192963,
2337, 0.192477,
2338, 0.191992,
2339, 0.191509,
2340, 0.191027,
2341, 0.190547,
2342, 0.190068,
2343, 0.189591,
2344, 0.189116,
2345, 0.188641,
2346, 0.188169,
2347, 0.187697,
2348, 0.187228,
2349, 0.186759,
2350, 0.186293,
2351, 0.185827,
2352, 0.185363,
2353, 0.184901,
2354, 0.184440,
2355, 0.183981,
2356, 0.183523,
2357, 0.183066,
2358, 0.182611,
2359, 0.182157,
2360, 0.181705,
2361, 0.181254,
2362, 0.180805,
2363, 0.180357,
2364, 0.179910,
2365, 0.179465,
2366, 0.179021,
2367, 0.178579,
2368, 0.178138,
2369, 0.177698,
2370, 0.177260,
2371, 0.176823,
2372, 0.176388,
2373, 0.175954,
2374, 0.175522,
2375, 0.175090,
2376, 0.174661,
2377, 0.174232,
2378, 0.173805,
2379, 0.173379,
2380, 0.172955,
2381, 0.172532,
2382, 0.172110,
2383, 0.171690,
2384, 0.171271,
2385, 0.170853,
2386, 0.170437,
2387, 0.170022,
2388, 0.169608,
2389, 0.169196,
2390, 0.168785,
2391, 0.168375,
2392, 0.167967,
2393, 0.167560,
2394, 0.167154,
2395, 0.166749,
2396, 0.166346,
2397, 0.165944,
2398, 0.165544,
2399, 0.165144,
2400, 0.164746,
2401, 0.164350,
2402, 0.163954,
2403, 0.163560,
2404, 0.163167,
2405, 0.162775,
2406, 0.162385,
2407, 0.161996,
2408, 0.161608,
2409, 0.161221,
2410, 0.160836,
2411, 0.160451,
2412, 0.160069,
2413, 0.159687,
2414, 0.159306,
2415, 0.158927,
2416, 0.158549,
2417, 0.158172,
2418, 0.157796,
2419, 0.157422,
2420, 0.157049,
2421, 0.156677,
2422, 0.156306,
2423, 0.155936,
2424, 0.155568,
2425, 0.155201,
2426, 0.154834,
2427, 0.154470,
2428, 0.154106,
2429, 0.153743,
2430, 0.153382,
2431, 0.153022,
2432, 0.152662,
2433, 0.152305,
2434, 0.151948,
2435, 0.151592,
2436, 0.151238,
2437, 0.150884,
2438, 0.150532,
2439, 0.150181,
2440, 0.149831,
2441, 0.149482,
2442, 0.149135,
2443, 0.148788,
2444, 0.148442,
2445, 0.148098,
2446, 0.147755,
2447, 0.147413,
2448, 0.147072,
2449, 0.146732,
2450, 0.146393,
2451, 0.146055,
2452, 0.145718,
2453, 0.145383,
2454, 0.145048,
2455, 0.144715,
2456, 0.144382,
2457, 0.144051,
2458, 0.143721,
2459, 0.143391,
2460, 0.143063,
2461, 0.142736,
2462, 0.142410,
2463, 0.142085,
2464, 0.141761,
2465, 0.141438,
2466, 0.141116,
2467, 0.140795,
2468, 0.140476,
2469, 0.140157,
2470, 0.139839,
2471, 0.139522,
2472, 0.139206,
2473, 0.138892,
2474, 0.138578,
2475, 0.138265,
2476, 0.137953,
2477, 0.137643,
2478, 0.137333,
2479, 0.137024,
2480, 0.136716,
2481, 0.136410,
2482, 0.136104,
2483, 0.135799,
2484, 0.135495,
2485, 0.135192,
2486, 0.134890,
2487, 0.134589,
2488, 0.134289,
2489, 0.133990,
2490, 0.133692,
2491, 0.133395,
2492, 0.133099,
2493, 0.132803,
2494, 0.132509,
2495, 0.132216,
2496, 0.131923,
2497, 0.131632,
2498, 0.131341,
2499, 0.131051,
2500, 0.130763,
2501, 0.130475,
2502, 0.130188,
2503, 0.129902,
2504, 0.129617,
2505, 0.129332,
2506, 0.129049,
2507, 0.128767,
2508, 0.128485,
2509, 0.128204,
2510, 0.127925,
2511, 0.127646,
2512, 0.127368,
2513, 0.127091,
2514, 0.126814,
2515, 0.126539,
2516, 0.126265,
2517, 0.125991,
2518, 0.125718,
2519, 0.125446,
2520, 0.125175,
2521, 0.124905,
2522, 0.124636,
2523, 0.124367,
2524, 0.124099,
2525, 0.123833,
2526, 0.123567,
2527, 0.123301,
2528, 0.123037,
2529, 0.122774,
2530, 0.122511,
2531, 0.122249,
2532, 0.121988,
2533, 0.121728,
2534, 0.121469,
2535, 0.121210,
2536, 0.120952,
2537, 0.120695,
2538, 0.120439,
2539, 0.120184,
2540, 0.119929,
2541, 0.119675,
2542, 0.119422,
2543, 0.119170,
2544, 0.118919,
2545, 0.118668,
2546, 0.118418,
2547, 0.118169,
2548, 0.117921,
2549, 0.117674,
2550, 0.117427,
2551, 0.117181,
2552, 0.116936,
2553, 0.116691,
2554, 0.116447,
2555, 0.116205,
2556, 0.115962,
2557, 0.115721,
2558, 0.115480,
2559, 0.115240,
2560, 0.115001,
2561, 0.114763,
2562, 0.114525,
2563, 0.114288,
2564, 0.114052,
2565, 0.113816,
2566, 0.113581,
2567, 0.113347,
2568, 0.113114,
2569, 0.112881,
2570, 0.112649,
2571, 0.112418,
2572, 0.112187,
2573, 0.111958,
2574, 0.111729,
2575, 0.111500,
2576, 0.111272,
2577, 0.111045,
2578, 0.110819,
2579, 0.110594,
2580, 0.110369,
2581, 0.110144,
2582, 0.109921,
2583, 0.109698,
2584, 0.109476,
2585, 0.109254,
2586, 0.109033,
2587, 0.108813,
2588, 0.108594,
2589, 0.108375,
2590, 0.108157,
2591, 0.107939,
2592, 0.107722,
2593, 0.107506,
2594, 0.107291,
2595, 0.107076,
2596, 0.106862,
2597, 0.106648,
2598, 0.106435,
2599, 0.106223,
2600, 0.106011,
2601, 0.105800,
2602, 0.105590,
2603, 0.105380,
2604, 0.105171,
2605, 0.104963,
2606, 0.104755,
2607, 0.104548,
2608, 0.104341,
2609, 0.104135,
2610, 0.103930,
2611, 0.103725,
2612, 0.103521,
2613, 0.103317,
2614, 0.103114,
2615, 0.102912,
2616, 0.102710,
2617, 0.102509,
2618, 0.102309,
2619, 0.102109,
2620, 0.101910,
2621, 0.101711,
2622, 0.101513,
2623, 0.101315,
2624, 0.101118,
2625, 0.100922,
2626, 0.100726,
2627, 0.100531,
2628, 0.100337,
2629, 0.100143,
2630, 0.099949,
2631, 0.099756,
2632, 0.099564,
2633, 0.099372,
2634, 0.099181,
2635, 0.098991,
2636, 0.098800,
2637, 0.098611,
2638, 0.098422,
2639, 0.098234,
2640, 0.098046,
2641, 0.097859,
2642, 0.097672,
2643, 0.097486,
2644, 0.097300,
2645, 0.097115,
2646, 0.096931,
2647, 0.096747,
2648, 0.096563,
2649, 0.096380,
2650, 0.096198,
2651, 0.096016,
2652, 0.095835,
2653, 0.095654,
2654, 0.095474,
2655, 0.095294,
2656, 0.095115,
2657, 0.094936,
2658, 0.094758,
2659, 0.094581,
2660, 0.094404,
2661, 0.094227,
2662, 0.094051,
2663, 0.093875,
2664, 0.093700,
2665, 0.093526,
2666, 0.093352,
2667, 0.093178,
2668, 0.093005,
2669, 0.092833,
2670, 0.092660,
2671, 0.092489,
2672, 0.092318,
2673, 0.092147,
2674, 0.091977,
2675, 0.091808,
2676, 0.091639,
2677, 0.091470,
2678, 0.091302,
2679, 0.091134,
2680, 0.090967,
2681, 0.090800,
2682, 0.090634,
2683, 0.090468,
2684, 0.090303,
2685, 0.090138,
2686, 0.089974,
2687, 0.089810,
2688, 0.089647,
2689, 0.089484,
2690, 0.089322,
2691, 0.089160,
2692, 0.088998,
2693, 0.088837,
2694, 0.088676,
2695, 0.088516,
2696, 0.088356,
2697, 0.088197,
2698, 0.088038,
2699, 0.087880,
2700, 0.087722,
2701, 0.087565,
2702, 0.087408,
2703, 0.087251,
2704, 0.087095,
2705, 0.086939,
2706, 0.086784,
2707, 0.086629,
2708, 0.086475,
2709, 0.086321,
2710, 0.086167,
2711, 0.086014,
2712, 0.085862,
2713, 0.085709,
2714, 0.085558,
2715, 0.085406,
2716, 0.085255,
2717, 0.085105,
2718, 0.084955,
2719, 0.084805,
2720, 0.084656,
2721, 0.084507,
2722, 0.084358,
2723, 0.084210,
2724, 0.084063,
2725, 0.083916,
2726, 0.083769,
2727, 0.083622,
2728, 0.083476,
2729, 0.083331,
2730, 0.083186,
2731, 0.083041,
2732, 0.082896,
2733, 0.082752,
2734, 0.082609,
2735, 0.082466,
2736, 0.082323,
2737, 0.082180,
2738, 0.082038,
2739, 0.081897,
2740, 0.081756,
2741, 0.081615,
2742, 0.081474,
2743, 0.081334,
2744, 0.081194,
2745, 0.081055,
2746, 0.080916,
2747, 0.080778,
2748, 0.080639,
2749, 0.080502,
2750, 0.080364,
2751, 0.080227,
2752, 0.080091,
2753, 0.079954,
2754, 0.079818,
2755, 0.079683,
2756, 0.079547,
2757, 0.079413,
2758, 0.079278,
2759, 0.079144,
2760, 0.079010,
2761, 0.078877,
2762, 0.078744,
2763, 0.078611,
2764, 0.078479,
2765, 0.078347,
2766, 0.078215,
2767, 0.078084,
2768, 0.077953,
2769, 0.077823,
2770, 0.077693,
2771, 0.077563,
2772, 0.077433,
2773, 0.077304,
2774, 0.077175,
2775, 0.077047,
2776, 0.076919,
2777, 0.076791,
2778, 0.076664,
2779, 0.076536,
2780, 0.076410,
2781, 0.076283,
2782, 0.076157,
2783, 0.076031,
2784, 0.075906,
2785, 0.075781,
2786, 0.075656,
2787, 0.075532,
2788, 0.075408,
2789, 0.075284,
2790, 0.075161,
2791, 0.075037,
2792, 0.074915,
2793, 0.074792,
2794, 0.074670,
2795, 0.074548,
2796, 0.074427,
2797, 0.074306,
2798, 0.074185,
2799, 0.074064,
2800, 0.073944,
2801, 0.073824,
2802, 0.073704,
2803, 0.073585,
2804, 0.073466,
2805, 0.073348,
2806, 0.073229,
2807, 0.073111,
2808, 0.072993,
2809, 0.072876,
2810, 0.072759,
2811, 0.072642,
2812, 0.072526,
2813, 0.072409,
2814, 0.072293,
2815, 0.072178,
2816, 0.072063,
2817, 0.071948,
2818, 0.071833,
2819, 0.071718,
2820, 0.071604,
2821, 0.071490,
2822, 0.071377,
2823, 0.071264,
2824, 0.071151,
2825, 0.071038,
2826, 0.070926,
2827, 0.070814,
2828, 0.070702,
2829, 0.070590,
2830, 0.070479,
2831, 0.070368,
2832, 0.070258,
2833, 0.070147,
2834, 0.070037,
2835, 0.069927,
2836, 0.069818,
2837, 0.069708,
2838, 0.069600,
2839, 0.069491,
2840, 0.069382,
2841, 0.069274,
2842, 0.069166,
2843, 0.069059,
2844, 0.068951,
2845, 0.068844,
2846, 0.068738,
2847, 0.068631,
2848, 0.068525,
2849, 0.068419,
2850, 0.068313,
2851, 0.068208,
2852, 0.068103,
2853, 0.067998,
2854, 0.067893,
2855, 0.067789,
2856, 0.067685,
2857, 0.067581,
2858, 0.067477,
2859, 0.067374,
2860, 0.067271,
2861, 0.067168,
2862, 0.067065,
2863, 0.066963,
2864, 0.066861,
2865, 0.066759,
2866, 0.066658,
2867, 0.066556,
2868, 0.066455,
2869, 0.066354,
2870, 0.066254,
2871, 0.066154,
2872, 0.066054,
2873, 0.065954,
2874, 0.065854,
2875, 0.065755,
2876, 0.065656,
2877, 0.065557,
2878, 0.065459,
2879, 0.065360,
2880, 0.065262,
2881, 0.065164,
2882, 0.065067,
2883, 0.064969,
2884, 0.064872,
2885, 0.064775,
2886, 0.064679,
2887, 0.064582,
2888, 0.064486,
